date,type,rating,prediction,confidence,returns,pnl,fold
2020-06-01,NFP,5.0,0,0.90165067,-5.108190286116229,5.108190286116229,1
2020-07-01,NFP,5.0,0,0.81876796,-1.0874918434423446,1.0874918434423446,1
2020-10-01,NFP,5.0,0,0.90165067,-7.384405458600203,7.384405458600203,1
2021-03-01,NFP,5.0,0,0.90165067,-3.364022332719797,3.364022332719797,1
2021-08-01,NFP,-3.0,1,0.7112367,0.8302628973700413,0.8302628973700413,1
2021-10-01,NFP,4.0,1,0.6894639,-3.418786188219499,-3.418786188219499,1
2021-12-01,NFP,-3.0,1,0.84186053,4.032540231218902,4.032540231218902,1
2022-01-01,NFP,-5.0,0,0.6011933,-2.7671126499713794,2.7671126499713794,1
2022-02-01,NFP,5.0,0,0.70795643,-1.0989002700814359,1.0989002700814359,1
2022-07-01,NFP,5.0,0,0.96022177,-2.6418006697719476,2.6418006697719476,2
2022-08-01,NFP,-5.0,0,0.8056111,-1.61749180884877,1.61749180884877,2
2022-10-01,NFP,2.0,1,0.6146884,-3.897551563921448,-3.897551563921448,2
2023-04-01,NFP,-3.0,0,0.81811035,4.560628792492796,-4.560628792492796,2
2023-05-01,NFP,-2.0,0,0.9172115,8.888884112202721,-8.888884112202721,2
2023-06-01,NFP,2.0,0,0.8619967,-3.6250259351634386,3.6250259351634386,2
2024-08-01,NFP,-5.0,1,0.6044644,10.719542102369122,10.719542102369122,2
2024-10-01,NFP,-5.0,1,0.9463794,-5.210460106019829,-5.210460106019829,2
2015-07-01,CPI,5.0,1,0.8183898,6.490342354087635,6.490342354087635,2
2015-09-01,CPI,-5.0,0,0.8507652,-1.0756671782088842,1.0756671782088842,2
2015-10-01,CPI,5.0,0,0.8873346,-2.110759714490871,2.110759714490871,2
2016-11-01,CPI,5.0,1,0.9607831,-1.0797109016146538,-1.0797109016146538,3
2018-03-01,CPI,3.0,0,0.8595269,-3.148747195891313,3.148747195891313,3
2018-04-01,CPI,4.0,0,0.88886523,-3.0056173275067595,3.0056173275067595,3
2019-01-01,CPI,-5.0,0,0.6117965,-0.050822090439838236,0.050822090439838236,3
2019-02-01,CPI,-5.0,0,0.9338909,-0.052264682101580986,0.052264682101580986,3
2019-06-01,CPI,-3.0,1,0.9787339,-5.014048754688572,-5.014048754688572,3
2019-08-01,CPI,-2.0,1,0.908351,8.096878329443184,8.096878329443184,3
2019-09-01,CPI,-3.0,1,0.732666,-4.849233748173999,-4.849233748173999,3
2019-10-01,CPI,-2.0,1,0.87955064,3.358094806762254,3.358094806762254,3
2020-03-01,CPI,-5.0,1,0.9529479,1.4103192032327696,1.4103192032327696,3
2020-04-01,CPI,-5.0,1,0.7084256,2.6940567230087282,2.6940567230087282,3
2020-05-01,CPI,-5.0,0,0.8399129,-3.235290846578668,3.235290846578668,3
2020-09-01,CPI,5.0,1,0.7080618,3.8451954919149753,3.8451954919149753,4
2020-10-01,CPI,5.0,0,0.9481687,-7.384405458600203,7.384405458600203,4
2020-11-01,CPI,5.0,0,0.7354282,4.396483258293236,-4.396483258293236,4
2020-12-01,CPI,4.0,0,0.9895401,-0.22414401885316534,0.22414401885316534,4
2021-01-01,CPI,3.0,0,0.9627401,-8.169074164848169,8.169074164848169,4
2021-02-01,CPI,5.0,0,0.66629136,-4.6511562911227795,4.6511562911227795,4
2021-03-01,CPI,5.0,0,0.9338774,-3.364022332719797,3.364022332719797,4
2021-04-01,CPI,5.0,0,0.9803094,0.8707073657848785,-0.8707073657848785,4
2021-06-01,CPI,5.0,0,0.9282585,-0.42701380450244475,0.42701380450244475,4
2021-10-01,CPI,5.0,0,0.8770079,-3.418786188219499,3.418786188219499,4
2022-02-01,CPI,5.0,0,0.9678909,-1.0989002700814359,1.0989002700814359,4
2022-04-01,CPI,4.0,0,0.96764064,-8.333327631015317,8.333327631015317,5
2022-05-01,CPI,4.0,1,0.6386672,3.5267995816796667,3.5267995816796667,5
2022-06-01,CPI,4.0,0,0.9602203,-0.7587284132497291,0.7587284132497291,5
2022-08-01,CPI,-2.0,0,0.9775086,-1.61749180884877,1.61749180884877,5
2023-01-01,CPI,-4.0,0,0.9106762,5.479430897216422,-5.479430897216422,5
2023-04-01,CPI,-5.0,1,0.9362666,4.560628792492796,4.560628792492796,5
2023-05-01,CPI,-5.0,1,0.8451153,8.888884112202721,8.888884112202721,5
2024-08-01,CPI,-4.0,1,0.9570849,10.719542102369122,10.719542102369122,5
2024-09-01,CPI,-5.0,0,0.75413483,5.447670677658692,-5.447670677658692,5
2024-10-01,CPI,-4.0,0,0.92267615,-5.210460106019829,5.210460106019829,5
